n_tombo;ano_edicao;classificacao;titulo_livro;autor;volume;assunto
0080/96;1995;J 028.5 / Ss 774t;O túnel de letras e o reino de pedra;Ssó_ Ernani;1;Literatura Infanto Juvenil
0857/99;1984;928 / It 88b;Barão de Itararé;Ssó_ Ernani ;1;Itararé_ Barão de - Biografia
0242/22;2015;808.899282 / S 775e;A enseada do morto;St. John_ Lauren;1;Literatura Juvenil
338/89 – 2205/90 – 0508/01;1986;823 / St 775L;A Lagoa Azul;Stacpoole_ Henry de Vere ;3;Literatura  Inglesa – Romance
842;1945;918.1 / St 776h;Hans Staden_ suas viagens e cativeiro entre os índios do Brasil;Staden_ Hans ;1;1-Índios Tupinambás /2-América – História Descobrimento até  1600 /3-Brasil – Descrições e Viagem /4-Índios da América do Sul - Brasil
0416/01;1996;813 / St 785a;O agressor sexual;Stadler_ Matthew;1;Literatura  Americana – Romance
776/89;1986;J 028.5 / St 781t;Tem uma história nas cartas da Marisa;Stahel_ Mônica;1;Literatura Infanto Juvenil
02/76;1973;923 / St 783;Texto de Frederico Branco;Stalin ;1;Stalin_ Joseph_ 1879-1953
0018/16;2009;Direito Animal / S 782c;100 cães que mudaram a civilização;Stall_ Sam;1;Cão - História / Miscelânea
0019/16;2009;Direito Animal / S 782c;100 gatos que mudaram a civilização;Stall_ Sam;1;Gato -  história / miscelânea
984/86;s.d.;813 / St 782c;Cozinha do inferno;Stallone_ Sylvester;1;Literatura Americana 
96/76;1972;740.7 / St 783;Desenho 3. Introdução ao desenho técnico;Stamato_ José;1;Desenho Técnico
180/78;1972;655.6/ St 786p;O Poder do Artista;Stanganelli_ Roberto ;1;Direitos Autorais
10446;1963;R 578 / St 786m;Mundo dos Micróbios;Stanier_ Roger Y. ;1;Microbios
541/92;c. 1976;813 / St 787c;Conspiração na Suíça;Stanley_ Michael;1;Literatura  Americana – Romance
582/84;1974;R 575 / St 791g;Genética ;Stansfield_ William D.;1;Genética
0046/11;2009;808.899282 / S 792s;Sr. Gun e o biscoito bilionário;Stanton_ Andy;1;Literatura Juvenil
0150/20;2002;823 / S792h;Hobbits_ Elfos e Magos;Stanton_ Michael N.;1;Literatura Inglesa
326/89;1979;813 / St 792t;O Transe;Stanwood_ Brooks;1;Literatura Americana  
0167/95;1988;158.1 / St 795s;Segredos da Realização;Starepravo_ Brasílio ;1;1-Mente Poder /2-Pensamento Positivo
10560;1967;869.93 / St 795c;Cartão Postal;Starling_ Nair ;1;Literatura Brasileira – Contos
0009/20;2015;813 / S796h;Homem Formiga: inimigo natural;Starr_ Jason;1;Ficção Americana
0378/96;1993;305.42 / St 796v;A Voz do Dono: Cinco Mil Anos de Machismo e Misoginia;Starr_ Tama ;1;Mulheres – Citações_ Máximas_ etc
0684/08;1997;927 / C 156s;Maria Callas: a mulher por trás do mito;Stassinopoulos_ Arianna;1;Callas_ Maria_ 1923-1977  - Biografia
;1990;155.937 / St 799f;Faça as Pazes com a Vida: Aprendendo a Conviver com as Perdas;Stearns_ Ann Kaiser ;1;Entes Queridos: Perdas: Aspectos Psicológicos
0249/01;c. 1991;J 028.5 / S 813i;Os incríveis macacos;Steedman_ Scott;1;Literatura Infanto Juvenil
0199/95;1988;813 / St 813v;A ventura de amar;Steel_ Danielle;1;Literatura Americana   
0177/95 – 0945/99;c. 1978;813 / St 813a;Agora e sempre;Steel_ Danielle;2;Literatura Americana   
0190/15;1989;813 / St 813a;Álbum de Família;Steel_ Danielle;1;Literatura Americana   
0262/11;1987;813 / St 813a;Amar de novo;Steel_ Danielle;1;Literatura Americana   
0396/96;1994;813 / St 813a;Amor sem igual;Steel_ Danielle;1;Literatura Americana   
046/95;1987;813 / St 813c;Caleidoscópio;Steel_ Danielle;1;Literatura Americana   
 0266/06;1985;813 / St 813c;Casa forte;Steel_ Danielle;1;Literatura Americana   
0380/23;1995;813 / St 813c;Cinco dias em Paris;Steel_ Danielle;1;Literatura Americana   
0805/97;1996;813 / St 813c;Cinco dias em Paris;Steel_ Danielle;1;Literatura Americana   
0263/11;1995;813 / St 813d;Desaparecido;Steel_ Danielle;1;Literatura Americana   
0553/99;1976;813 / St 813do;Doces momentos;Steel_ Danielle;1;Literatura Americana   
0192/12;1988;813 / St 813d;Doces momentos;Steel_ Danielle;1;Literatura Americana   
0212/15 - 0106/17 - 0065/22;1998;813 / St 813e;Entrega especial;Steel_ Danielle;3;Literatura Americana   
0015/04;c.1979;813 / S 813f;Final de verão;Steel_ Danielle;1;Literatura Americana   
0084/07;1986;813 / S 813f;Final de verão;Steel_ Danielle;1;Literatura Americana   
0037/98;1998;813 / St 813h;Honra silenciosa;Steel_ Danielle;1;Literatura Americana   
0396/17 - 0236/19;2010;813 / S 813i;Impossível;Steel_ Danielle;2;Literatura Americana   
0416/98;1995;813 / St 813j;Jóias;Steel_ Danielle;1;Literatura Americana   
0268/06;1994;813 / St 813j;Jóias;Steel_ Danielle;1;Literatura Americana   
0230/15;1997;813 / St 813m;Maldade;Steel_ Danielle;1;Literatura Americana   
0455/08;s.d.;813 / St 813m;Momentos de Paixão;Steel_ Danielle;1;Literatura Americana   - Romance
0264/11;1994;813 / St 813 g;Galope de amor;Steel_ Danielle;1;Literatura Americana   - Romance
0190/12;1992;813 / St 813m;Mensagem de Saigon;Steel_ Danielle;1;Literatura Americana   - Romance
0297/17;1993;813 / St 813m;Mensagem de Saigon;Steel_ Danielle;1;Literatura Americana   - Romance
0299/17;20036;813 / S 813m;Mergulho no escuro;Steel_ Danielle;1;Ficção Americana
0395/11;s.d.p.;813 / St 813a;O anel de noivado;Steel_ Danielle;1;Literatura Americana   - Romance
0442/11;1986;813 / St 813a;O Apelo do amor;Steel_ Danielle;1;Literatura Americana   - Romance
0302/11 - 0144/09 - 0231/23;1997;813 / St 813f;O fantasma;Steel_ Danielle;3;Literatura Americana   - Romance
0785/07;c. 1987;813 / St 813p;O Preço do Amor;Steel_ Danielle;1;Literatura Americana   
0261/11;1995;813 / St 813p;O Preço do Amor;Steel_ Danielle;1;Literatura Americana   
052/98 - 0356/16;1996;813 / St 813p;O Presente;Steel_ Danielle;2;Literatura Americana   
0433/23;1995;813 / S 813p;O Presente;Steel_ Danielle;1;Literatura Americana   
0381/23;1998;813 / S 813r;O Rancho;Steel_ Danielle;1;Literatura Americana   
0783/07 - 0784/07;c. 1988;813 / St 813p;Passageiros da Ilusão;Steel_ Danielle;2;Literatura Americana   
